source_system,source_record_id,date_id,customer_id,product_id,billing_cycle,amount_lcy,currency_code,country,ingest_batch_id
csv,fact_subscription_revenue.csv:46,20230320,CUST-0001,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:47,20230420,CUST-0001,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:48,20230420,CUST-0001,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:49,20230520,CUST-0001,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:50,20230520,CUST-0001,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:51,20230620,CUST-0001,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:52,20230620,CUST-0001,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:53,20230720,CUST-0001,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:54,20230720,CUST-0001,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:55,20230820,CUST-0001,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:56,20230820,CUST-0001,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:57,20230920,CUST-0001,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:58,20230920,CUST-0001,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:59,20231020,CUST-0001,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:60,20231020,CUST-0001,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:61,20231120,CUST-0001,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:62,20231120,CUST-0001,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:63,20231220,CUST-0001,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:64,20231220,CUST-0001,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:65,20240120,CUST-0001,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:66,20240120,CUST-0001,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:67,20240220,CUST-0001,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:68,20240220,CUST-0001,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:69,20240320,CUST-0001,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:70,20240320,CUST-0001,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:71,20240420,CUST-0001,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:72,20240420,CUST-0001,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:73,20240520,CUST-0001,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:74,20240520,CUST-0001,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:75,20240620,CUST-0001,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:76,20240620,CUST-0001,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:77,20240720,CUST-0001,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:78,20240720,CUST-0001,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:79,20240820,CUST-0001,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:80,20240820,CUST-0001,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:81,20240920,CUST-0001,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:82,20240920,CUST-0001,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:83,20241020,CUST-0001,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:84,20241020,CUST-0001,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:85,20241120,CUST-0001,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:86,20241120,CUST-0001,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:87,20241220,CUST-0001,PROD-002,monthly,41.09,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:88,20241220,CUST-0001,PROD-005,monthly,82.19,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:89,20230811,CUST-0002,PROD-001,annual,199.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:90,20230811,CUST-0002,PROD-003,annual,399.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:91,20230811,CUST-0002,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:92,20230911,CUST-0002,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:93,20231011,CUST-0002,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:94,20231111,CUST-0002,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:95,20231211,CUST-0002,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:96,20240111,CUST-0002,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:97,20240211,CUST-0002,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:98,20240311,CUST-0002,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:99,20240411,CUST-0002,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:100,20240511,CUST-0002,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:101,20240611,CUST-0002,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:102,20240711,CUST-0002,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:103,20240811,CUST-0002,PROD-001,annual,199.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:104,20240811,CUST-0002,PROD-003,annual,399.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:105,20240811,CUST-0002,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:106,20240911,CUST-0002,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:107,20241011,CUST-0002,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:108,20241111,CUST-0002,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:109,20241211,CUST-0002,PROD-004,monthly,49.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:110,20240215,CUST-0003,PROD-001,monthly,18.59,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:111,20240215,CUST-0003,PROD-004,monthly,46.49,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:112,20240215,CUST-0003,PROD-005,annual,557.99,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:113,20240315,CUST-0003,PROD-001,monthly,18.59,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:114,20240315,CUST-0003,PROD-004,monthly,46.49,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:115,20240415,CUST-0003,PROD-001,monthly,18.59,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:116,20240415,CUST-0003,PROD-004,monthly,46.49,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:117,20240515,CUST-0003,PROD-001,monthly,18.59,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:118,20240515,CUST-0003,PROD-004,monthly,46.49,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:119,20240615,CUST-0003,PROD-001,monthly,18.59,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:120,20240615,CUST-0003,PROD-004,monthly,46.49,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:121,20240715,CUST-0003,PROD-001,monthly,18.59,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:122,20240715,CUST-0003,PROD-004,monthly,46.49,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:123,20240815,CUST-0003,PROD-001,monthly,18.59,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:124,20240815,CUST-0003,PROD-004,monthly,46.49,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:125,20240915,CUST-0003,PROD-001,monthly,18.59,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:126,20240915,CUST-0003,PROD-004,monthly,46.49,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:127,20241015,CUST-0003,PROD-001,monthly,18.59,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:128,20241015,CUST-0003,PROD-004,monthly,46.49,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:129,20241115,CUST-0003,PROD-001,monthly,18.59,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:130,20241115,CUST-0003,PROD-004,monthly,46.49,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:131,20241215,CUST-0003,PROD-001,monthly,18.59,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:132,20241215,CUST-0003,PROD-004,monthly,46.49,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:133,20230405,CUST-0004,PROD-003,monthly,39.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:134,20230505,CUST-0004,PROD-003,monthly,39.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:135,20230605,CUST-0004,PROD-003,monthly,39.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:136,20230705,CUST-0004,PROD-003,monthly,39.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:137,20230805,CUST-0004,PROD-003,monthly,39.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:138,20230905,CUST-0004,PROD-003,monthly,39.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:139,20231030,CUST-0005,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:140,20231030,CUST-0005,PROD-003,annual,547.99,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:141,20231130,CUST-0005,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:142,20231230,CUST-0005,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:143,20240130,CUST-0005,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:144,20240229,CUST-0005,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:145,20240330,CUST-0005,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:146,20240430,CUST-0005,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:147,20240530,CUST-0005,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:148,20240630,CUST-0005,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:149,20240730,CUST-0005,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:150,20240830,CUST-0005,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:151,20240930,CUST-0005,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:152,20241030,CUST-0005,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:153,20241030,CUST-0005,PROD-003,annual,547.99,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:154,20241130,CUST-0005,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:155,20241230,CUST-0005,PROD-001,monthly,27.39,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:156,20230621,CUST-0006,PROD-002,monthly,27.89,EUR,France,batch-001
csv,fact_subscription_revenue.csv:157,20230621,CUST-0006,PROD-004,annual,464.99,EUR,France,batch-001
csv,fact_subscription_revenue.csv:158,20230721,CUST-0006,PROD-002,monthly,27.89,EUR,France,batch-001
csv,fact_subscription_revenue.csv:159,20230821,CUST-0006,PROD-002,monthly,27.89,EUR,France,batch-001
csv,fact_subscription_revenue.csv:160,20230921,CUST-0006,PROD-002,monthly,27.89,EUR,France,batch-001
csv,fact_subscription_revenue.csv:161,20231021,CUST-0006,PROD-002,monthly,27.89,EUR,France,batch-001
csv,fact_subscription_revenue.csv:162,20231121,CUST-0006,PROD-002,monthly,27.89,EUR,France,batch-001
csv,fact_subscription_revenue.csv:163,20231221,CUST-0006,PROD-002,monthly,27.89,EUR,France,batch-001
csv,fact_subscription_revenue.csv:164,20240121,CUST-0006,PROD-002,monthly,27.89,EUR,France,batch-001
csv,fact_subscription_revenue.csv:165,20240221,CUST-0006,PROD-002,monthly,27.89,EUR,France,batch-001
csv,fact_subscription_revenue.csv:166,20240321,CUST-0006,PROD-002,monthly,27.89,EUR,France,batch-001
csv,fact_subscription_revenue.csv:167,20240421,CUST-0006,PROD-002,monthly,27.89,EUR,France,batch-001
csv,fact_subscription_revenue.csv:168,20240521,CUST-0006,PROD-002,monthly,27.89,EUR,France,batch-001
csv,fact_subscription_revenue.csv:169,20240621,CUST-0006,PROD-002,monthly,27.89,EUR,France,batch-001
csv,fact_subscription_revenue.csv:170,20240621,CUST-0006,PROD-004,annual,464.99,EUR,France,batch-001
csv,fact_subscription_revenue.csv:171,20240721,CUST-0006,PROD-002,monthly,27.89,EUR,France,batch-001
csv,fact_subscription_revenue.csv:172,20240821,CUST-0006,PROD-002,monthly,27.89,EUR,France,batch-001
csv,fact_subscription_revenue.csv:173,20240921,CUST-0006,PROD-002,monthly,27.89,EUR,France,batch-001
csv,fact_subscription_revenue.csv:174,20241021,CUST-0006,PROD-002,monthly,27.89,EUR,France,batch-001
csv,fact_subscription_revenue.csv:175,20241121,CUST-0006,PROD-002,monthly,27.89,EUR,France,batch-001
csv,fact_subscription_revenue.csv:176,20241221,CUST-0006,PROD-002,monthly,27.89,EUR,France,batch-001
csv,fact_subscription_revenue.csv:177,20231201,CUST-0007,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:178,20240101,CUST-0007,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:179,20240201,CUST-0007,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:180,20240301,CUST-0007,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:181,20240401,CUST-0007,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:182,20240501,CUST-0007,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:183,20240601,CUST-0007,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:184,20240701,CUST-0007,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:185,20240801,CUST-0007,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:186,20240901,CUST-0007,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:187,20241001,CUST-0007,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:188,20241101,CUST-0007,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:189,20241201,CUST-0007,PROD-003,monthly,54.79,CAD,Canada,batch-001
csv,fact_subscription_revenue.csv:190,20230318,CUST-0008,PROD-001,monthly,19.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:191,20230318,CUST-0008,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:192,20230318,CUST-0008,PROD-004,annual,499.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:193,20230418,CUST-0008,PROD-001,monthly,19.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:194,20230418,CUST-0008,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:195,20230518,CUST-0008,PROD-001,monthly,19.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:196,20230518,CUST-0008,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:197,20230618,CUST-0008,PROD-001,monthly,19.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:198,20230618,CUST-0008,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:199,20230718,CUST-0008,PROD-001,monthly,19.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:200,20230718,CUST-0008,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:201,20230818,CUST-0008,PROD-001,monthly,19.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:202,20230818,CUST-0008,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:203,20230918,CUST-0008,PROD-001,monthly,19.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:204,20230918,CUST-0008,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:205,20231018,CUST-0008,PROD-001,monthly,19.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:206,20231018,CUST-0008,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:207,20231118,CUST-0008,PROD-001,monthly,19.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:208,20231118,CUST-0008,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:209,20231218,CUST-0008,PROD-001,monthly,19.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:210,20231218,CUST-0008,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:211,20240118,CUST-0008,PROD-001,monthly,19.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:212,20240118,CUST-0008,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:213,20240218,CUST-0008,PROD-001,monthly,19.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:214,20240218,CUST-0008,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:215,20240318,CUST-0008,PROD-001,monthly,19.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:216,20240318,CUST-0008,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:217,20240318,CUST-0008,PROD-004,annual,499.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:218,20240418,CUST-0008,PROD-001,monthly,19.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:219,20240418,CUST-0008,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:220,20240518,CUST-0008,PROD-001,monthly,19.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:221,20240518,CUST-0008,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:222,20240618,CUST-0008,PROD-001,monthly,19.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:223,20240618,CUST-0008,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:224,20240718,CUST-0008,PROD-001,monthly,19.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:225,20240718,CUST-0008,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:226,20240818,CUST-0008,PROD-001,monthly,19.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:227,20240818,CUST-0008,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:228,20240918,CUST-0008,PROD-001,monthly,19.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:229,20240918,CUST-0008,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:230,20241018,CUST-0008,PROD-001,monthly,19.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:231,20241018,CUST-0008,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:232,20241118,CUST-0008,PROD-001,monthly,19.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:233,20241118,CUST-0008,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:234,20241218,CUST-0008,PROD-001,monthly,19.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:235,20241218,CUST-0008,PROD-002,monthly,29.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:236,20230907,CUST-0009,PROD-002,annual,278.99,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:237,20230907,CUST-0009,PROD-004,monthly,46.49,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:238,20231007,CUST-0009,PROD-004,monthly,46.49,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:239,20231107,CUST-0009,PROD-004,monthly,46.49,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:240,20231207,CUST-0009,PROD-004,monthly,46.49,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:241,20240107,CUST-0009,PROD-004,monthly,46.49,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:242,20240207,CUST-0009,PROD-004,monthly,46.49,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:243,20240307,CUST-0009,PROD-004,monthly,46.49,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:244,20240407,CUST-0009,PROD-004,monthly,46.49,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:245,20240507,CUST-0009,PROD-004,monthly,46.49,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:246,20240607,CUST-0009,PROD-004,monthly,46.49,EUR,Germany,batch-001
csv,fact_subscription_revenue.csv:247,20230110,CUST-0010,PROD-001,monthly,19.99,USD,USA,batch-001
csv,fact_subscription_revenue.csv:248,20230210,CUST-0010,PROD-001,monthly,19.99,USD,USA,batch-001
